company_id,penyedia,alamat,kode_pos,situs_web,no_telp,no_fax
456192,PT LUIGI JAYA ABADI,RUKO GRANDMALL BLOK D 22 JL JENDERAL SUDIRMAN NO 1 RT 002/004 KP BUARAN KEL HARAPAN MULYA KEC MEDAN SATRIA KOTA BEKASI,17143,,08111189191,
456610,PT KAHAR SAYAN PERKASA,"The City Tower, Level 12-1N, Jl. MH Thamrin No. 81, Kel. Menteng, Kec. Menteng, Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta",10310,,081995002727,
456663,RICKA KARYA ENERGI,RUKO SENTRA PONDOK RAJEG NO. 4 RT. 002 RW. 005 PONDOK RAJEG CIBINONG,16413,,081382450112,
457022,DIAN PELITA INDONESIA,"Perkantoran Crown Palace Blok A8 Lantai 1, Jl. Prof. Dr. Soepomo SH. No. 231, Kel. Tebet, Kec. Menteng Dalam",12870,,021-53342692,
457137,PT. GALANG INSAN PRATAMA,"Kp. Pedurenan RT.005/003, Kel.Harjamukti Kec.Cimanggis Kota Depok",16454,www.galanginsan.com,02187750288,-
457756,MITRA NIAGA GEMILANG,Komp. Ruko Wijaya Kusuma No. 6-AB RT 005/003 Kel. Wijaya Kusuma Kec. Grogol Petamburan,11460,www.mngind.com,-,021-5655201
458248,PT New Sentosa International,Jl.Pahlawan Seribu Ruko Golden Boulevard Blok D No.28 BSD City Kel. Lengkong Karya Kec. Serpong Utara,15320,,02153160774,
458554,PT. TRIHARJA BINTANG NUSANTARA,"Puri Sentra Niaga Blok D-65, Jalan Seulawah Raya Kel. Cipinang Melayu, Kec. Makasar",13620,,02186605006,
458582,Cipta Rupa Harmoni,Jalan Terusan I Gusti Ngurah Rai No 18  Kel Pondok Kopi Kec Duren Sawit,13460,,02128535519,
458790,CV.SERANG DIGITAL SEJAHTERA,Link.Kebon Jahe RT.04 RW.014 Kel.Cipare Kec.Serang,42117,,-,
458945,CV MANUNGGAL ILMU GRUP,"Dusun Panemon, RT 01/RW 01,Desa Bakalanrayung, Kec. Kudu",61454,,03216837396,
459105,PT. SINERGI INFOMEDIA ADIPRATAMA,RUKO JUANDA RT.O1/IX KEBONMANIS CILACAP,53235,,082134542221,0282543801
459135,PT. ANUGERAH SELARAS ABYAKTA,JL. MASJID AL WUSTHO NO. 14 RT. 009 RW. 007,13430,,021-28536736,
459483,CV BIMA SAKTI,Jl. Siswa I RT. 18 No. 10 Kel. Suka Karya - Kec. Kota Baru - Jambi Kode Pos : 36127,36126,,0741669615,
459660,CV. EXTRA PERSADA,KOMPLEK CITRA GADING BLOK G 6 NO. 14 CIPOCOKJAYA,-,-,0254 9189905,-
460716,PT TRISOLAH PARAHYANGAN INDONESIA,Jl. Ibrahim Adjie No 62 Cijaura Buah Batu Kota Bandung,40287,,08121426620,
460761,PT Sinergi Mitra Analitika,Jl Cilebut Raya No.2 Desa Kedung Badak Kec. Tanah Sareal,16164,http://www.sinergimitra.com,-,
461009,CV. MAHAKARYA INDONESIA,Gg. Masjid Al-Amin Rt. 003/004 Kel. Mustikasari Kec. Mustika Jaya,17157,,08111611143,08111611143
461205,CV. NARENDRA TRI HUTAMA,Perumahan Tembok Mas 1 Jalan Indragiri Gang Mamiri Blok A-9 RT 004 RW 004 Kel. Tembokrejo Kec. Purowrejo Kota Pasuruan,67118,,0343427351,0343427351
461226,CV.PRIMA ASRI PRATAMA,JL.AM Sangaji No. 71B YOGYAKARTA,55153,,-,(0274) 6415570
461794,CV. Griyasindo,JL. DR SETIA BUDI NO. 33 C,78122,,0561765494,762726
463043,Visi Riska Sarana,"Grand Galaxy City, Ruko Rose Garden Blok RRG 5 No.101, Kel.
Jakasetia, Kec. Bekasi Selatan, Kota Bekasi, Prov. Jawa Barat",17147,-,081510139678,-
464239,Kana Surya Gemilang,"Jl. Muara Mas Raya B.19, Semarang",50177,,0243547669,
464814,PT CIPTA KREASI INOVATIF,"Gedung 18 Office Park Lt 22 Suite E,F,G, JL Tb Simatupang , Kebagusan , Pasar Minggu",12520,www.ckinovatif.co.id,08119892609,
466037,PT Pos Indonesia (Persero),Jalan Banda Nomor 30 Kelurahan Citarum Kecamatan Bandung Wetan,40115,https://www.posindonesia.co.id,0224267725,0224202086
466238,CV. Sumber Karya Abadi,"Pakal AMD No.24 Rt.02 Rw.03 Kel.Pakal, Kec.Pakal",60196,-,0317509036,-
466559,PT Huswah Mustika Pratama,"Menara MTH Lantai 10 Jl. MT.Haryono Kav.23 RT.008/RW.009, Kel.Tebet Timut, Kec.Tebet, Jakarta Selatan",12820,http://hmp.co.id,"021-54338036, 082113657212",
467121,LIMATUJUHLIMADELAPAN MAJU MAPAN,Ruko Grand Galaxy Blok RGC 3 No. 37 Rt 004 / Rw 017 Kelurahan Jaka Setia Kecamatan Bekasi Selatan Kota Bekasi,17320,-,"-, -",
467215,PT. Naga Toba Perkasa,Perkantoran Mitra Matraman Blok B Nomor 21 Kebon manggis Matraman,13150,,85900439,
469836,PT Samala Data Arta,"Jl. Ngadinegaran Blok MJ III No. 144
RT. 14/04, Mantrijeron, Yogyakarta",55143,,0274371867,
469847,TOKO TIARA,JL. GUNA BARU RT/RW:008/004 KEL. BUMI SEBALO KEC. BENGKAYANG KAB. BENGKAYANG,79211,,085652020987,
469907,PT Adhikarsa Karya Saintika,"Gedung ILP Center Lt 3.01 A Jl Raya Pasar Minggu Kav 39A, Pancoran, Jakarta Selatan, 7985212",12520,-,02188864201,
470939,PT. Axindo Infracomm,Jalan Raya Pakuhaji No. 228,15570,axindo.com,0215679509,-
472113,Jaya Berkah Lindrakasy,Jl. Gubernur Suryo Gg 11-A No.09 kel. Tlogopojok Kec. Gresik,61118,,085755031996,
472170,SEVEN ENERGI SOLUSI,Marks Building Jl.Alam Sutera Boulevard no.7 Alam Sutera,15325,,02130439777,
472277,Adikara Tinari Armada,Jl. Tanjung Duren Raya No.1 (Perkantoran Neo Soho Capital lantai 20),11470,,02150257878,
472305,PT.GIWANG KANAKA,"JALAN BATANGHARI NO.23 A KEL. CIDENG, KEC. GAMBIR, JAKARTA PUSAT",10150,,0213857272,0213857301
472884,PT. MULTI KARYA SOLUSI,GEDUNG JDC LT.6 JLN. GATOT SUBROTO KAV 53,10260,www.mk-solusi.co.id,-,021-5742385
473107,pt. cipta mandiri teknik,"Jl.Kenanga, Blok.LL2 No.15, Pondok Ungu Permai, Kel.Kaliabang Tengah, Kec.Bekasi Utara",17125,http://www.ptciptamandiriteknik.com,-,0
473166,CV. KARTIKA BARU,JL. YOS SUDARSO NO. 56 MAGETAN,63319,,081977373991,
473292,PT. Benuamas Makmur Sejahtera,"Jl. Hayam Wuruk No.127, Jakarta Barat",11180,-,08172816868,-
473763,CV. VICO MEDIA SURAKARTA,TIPES RT 04 / RW V KEL. TIPES KEC. SERENGAN SURAKARTA,57154,-,0271 714637,-
474274,CV.MAKMUR JAYA SALAWASNA,PONDOK CILEGON INDAH BLOK D33 NO.15,42423,makmurjayasalawasna.com,08111145879,
475607,cv.putra abbas,"Pedukuhan III, Pringinan, Tirtorahayu, Galur, Kulon Progo",55661,-,-,0000
475761,Rizky famili abadi,Komplek pertokoan baliview point blok D No45 jl cirendeu raya pisangan ciputat timur tangerang selatan Banten,15419,,085373635399,
475835,CV. NURRA GEMILANG,"Perumahan Bimomartani Permai 2 No. 025 RT. 004 / 010 Bimomartani, Ngemplak",55584,,081903702552,
475886,CV. Naomi Surya Dwitama,Komp. Griya Bandung Asri III A.17 No. 8 RT.03 RW.10 Ds. Cipagalo Kec. Bojongsoang,-,-,022-7513905,022-7513905
475997,PT. Missindo Utama,"Ruko Puri Senta Niaga JL. Wiraloka D 59 Lantai 3 RT 012 RW 007, Desa/Kelurahan Cipinang Melayu, Kec. Makasar, Kota Adm. Jakarta Timur, Provinsi DKI Jakarta, 13640",13640,-,"-, -",021-80879007
476095,CV. SUMBER SULUH,Jl. Ruko Klipang Regency Klipang Raya No. 19 RT 02/030,50272,-,024-76412127,024-76412127
477942,CV GAIZKA,Dukuh Tempel RT 004 RW 007 Desa Laren Kecamatan Bumiayu Kabupaten Brebes,52273,,08819658230,
478060,PT. MAGENTA LABSCIENCE INDONESIA,"SoVoism Office Building Ruang A7, Jl. Dr. Cipto No. 20, Desa/Kelurahan Bugangan, Kec. Semarang Timur, Kota Semarang, Provinsi Jawa Tengah,",50126,http://www.magenta-indonesia.com,02476928448,
478566,CV. ALALIGA ANDROMEDA,JL. RAYA PANDEGLANG LINK KARUNDANG CIPOCOK JAYA,-,-,08111145879,
480616,Sahabat Mitra Sejati,"Jl. Dr. Sutomo No. 17F RT.001 RW009 Kelurahan. Karang Timur, Kecamatan Katang Tengah, Kota Tangerang, Banten 15157",15157,-,021-25680639,-
481649,PT. Smart Lab Indonesia,"Kawasan Industri Candi Gatot Subroto Blok 11B, No. 10C",50211,www.smartlab.co.id,08111795699,
482409,PT GLOBAL SOLUSINDO UTAMA,Perum Pinang Ranti Kav. 27 Ngoto RT.004 Bangunharjo Sewon Bantul Yogyakarta,55187,globalsolusindoutama.com,085664732505,0
482594,PT. Global Scientific International,"Jl. Puri Sentra Niaga T.3 No. 6 Puri Indah, Kembangan Selatan, Kembangan, Jakarta Barat",11610,www.gsi.id,021-58302366,021-58302367
483349,PT. Prasetya Medika Indonesia,"Ruko Grand Kemuning Blok R.02 Jl. Indronoto, Indronatan, Ngabeyan, Kec, Kartasura, Kab. Sukoharjo",57165,,081231319130,
483440,PT DINAMIK PILAR NUSA,"Ruko Textile Mangga Dua Blok C4 No.12A Jalan Mangga Dua Raya, Ancol, Pademangan, Jakarta Utara",14430,,0216123771,
483600,PT. CANDRA TEKNIK PRATAMA,"GEDUNG PEMBINA GRAHA LANTAI 3 RUANG 321A, JL. DI. PANDJAITAN NO.45 RT.017 RW.006",13350,,0218560521,
484106,CV DZAKY GOLDEN,JL SEI SESAYAP RT.01 NO.116 KECAMATAN TARAKAN TIMUR,77124,,08115371380,
484876,CV. Mega Sakti Kencana,Metro Cluster Florida Blok A4 No.3,,,085945899922,
484887,SATRIA PUTRA ASIA,"Gedung Ideal Business Jl.Manunggal Pratama No. 8, Desa/Kelurahan Cipinang Melayu, Kec. Makasar, Kota Adm. Jakarta Timur, Provinsi DKI Jakarta, Kode Pos: 13620",13620,-,085697352253,-
485492,CV Mandalika,Jl. Panggung No 77 Olean Situbondo,68316,,0338671384,0338671384
486030,PT ZIEFA UTAMA INDONESIA,"Jl. Damai H Nawih Kp Kebantenan No.30 RT002/06, Jatiasih, Bekasi",17423,www.ziefautamaindonesia.com,085694455298,-
486729,PT. ELIFE DIGITAL ECOSYSTEM,Agung Sedayu Group Tower Lt. 15 Jl Pantai Indah Kapuk Boulevard No. 1 Kamal Muara Penjaringan,10120,,50886192,
487090,CV.WIDYAPERMATA,KP. BANTARGEDANG RT.05 RW.09 DESA MEKARSARI KECAMATAN NGAMPRAH,40553,-,-,-
487139,PT.BINTANG WORO BERSINAR,"Gedung Pembina Graha LT.3 R 321 Jl. DI Panjaitan No.45 Kel. Rawa 
  Bunga Kec.Jatinegara Jakarta Timur",13350,,0218560521,0218560521
487608,UD Ratnasari Lestari,Jl. Muding Indang Gg. Ratnasari No. 10 Kuta Utara,80361,,-,
487814,PT HARSA KARYA ABADI,METLAND TRANSYOGI PTM II NO. 18 CILEUNGSI LIMUSNUNGGAL BOGOR,16820,,-,021 82441582
489781,GALITO MATRIX TEKSINDO,JL. SULTAN AGUNG NO. 8 KETANDAN KLATEN UTARA,-,gamate.co.id,-,-
489874,PT Raksaka Teknologi Indonesia,JL Pacar no 2A,-,-,031-33100711,-
490126,PT SEGARA LENTERA TEKNOLOGI,"18 Office Park 15th Floor, Jl. TB Simatupang No.18 RT 002/RW 001, Kebagusan, Kec. Ps. Minggu - Jakarta Selatan, DKI Jakarta",12520,https://seleno.id,021-50207737,
490756,CV. ABADI MEDIA PERKASA,"Graha DLA Lantai 2 Suite 6 Jalan Otto Iskandar Dinata No. 392 , Kel. Nyengseret, Kec. Astana Anyar, Kota Bandung, Prov. Jawa Barat",40242,,089613331113,
491175,PT. SARANA DINAMIKA PRATAMA,Komplek Ruko Mega Grosir Cempaka Mas Blok N No. 25,10640,http://www.saranadinamika.com,0214219585,0214205272
491244,cv. lamkaruna kenzai,Jln. Rel Kereta Api Lr. Gabungan Gp. Paya Bujok Seleumak Kota Langsa,24451,-,085372001993,-
492388,PT. FARID MITRA UTAMA,"GEDUNG RESTO TAMANHEK LT. 2 JL. RAYA BOGOR KM 21 NO. 17,  RT. 009 RW. 005 RAMBUTAN, CIRACAS",13830,,02122324675,02122324675
493582,CV. SEKARINDO SENTOSA,"JL.Wijayakusuma No.1C RT.002 RW.001 Sumampir, Kec.Purwokerto Utara, Kab.Banyumas",53151,,-,
495019,Cipta Kreasi Informatika,"JL. ISTANA BUNGA DEWANDARU KAV. 26, MALANG",65141,http://www.ciptakreasiinformatika.com,3039303,3039303
495524,CV. NEOSOFT MEDIA,"Taman Candiloka C-3 No.1 RT. 07/05 Ngampelsari, Candi, Sidoarjo",61271,,082131177812,
495526,CV. Rizky Putra Gemilang,Jl. Ir. H. Juanda Villa Kenali Permai Blok C 44 RT. 022 Kenali Asam Bawah Kota Baru Jambi,36128,-,0741444500,-
495670,Mitra Piranti Solusindo,GEDUNG ARVA LT.3 JALAN RAYA CIKINI BLOK FMGN NO.6O KELURAHAN GONDANGDIA KECAMATAN CIKINI,10330,http://www.mitrapiranti.co.id,085714309377,
496310,L. E Online Store,"Jl. Baja Raya 82A Rt 006/011, Perum II Tangerang",15116,,081280062104,
496550,PT. INDOGUS MITRA SUKSES,"GEDUNG GRAHA SARTIKA LANTAI III RUANG 311, JL. DEWI SARTIKA NO. 357 RT.004 RW.004 KEL. CAWANG, KEC. KRAMAT JATI",13630,,021,021
496823,Nouke Arta Dana,Ruko Paragon Blok.A No.10 Sentul City Bogor,16810,-,081519999943,-
498957,PT. BOROBUDUR INDONESIA MAJU,"Komplek Ketapang Indah Blok B1 No. 23, Kelurahan Krukut, Kecamatan Taman Sari, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta",11140,,0216329500,
499435,PT. Mulia Makmur Lestari,Komplek Century Park Blok D No.01,29432,http://www.mmlgroup.co.id,-,0778472225
499519,CV. Galaxy Tehnik,"Komp. Puri Taman Sari Blok. G1 No. 4
Kel. Borong
Kec. Manggala",90233,,0411428235,
500057,PT CENTRAL MULTI COMPUTER,JL RAYA BKT-PDG RUKO JAMBU AIR PERMAI NO 120,26181,http://www.cmc.go.id,22218,625876
500084,CV. Mumtaz,PERUM LEDUG LESTARI BLOK I-2 RT 07 RW 03 LEDUG KEC. KEMBARAN,53182,www.mumtaz-pwt.id,085101645130,
500339,PT. Visindo Prima Nusantara,"Soho Capital Lantai 19 Unit 01-09, Podomoro City
Jl. Ledjend S. Parman Kav. 28, Tanjung Duren Selatan, Grogol Petamburan",11470,https://www.visindoprima.id/,081219993202,02150515070
500386,CV. Andika Suraya Komputer,Jl. Hos Cokroaminoto No.38 Simpang Kawat Jambi,36126,,0741444860,
500443,CV CITA ADI KARYA,Perum Regency No.1 Pakembaran Slawi,52415,,0283492086,
500807,PT. Cefayu Karya Mandiri,Rukan Exclusive Radin Inten Kav.18 Jalan Radin Inten II N0.80 RT.002 RW.007,13440,,02122321146,
501094,ASWINDO CATUR PERKASA,"RUKO MUTIARA RESIDENCE NO.3 ANGGASWANGI, SUKODONO-SIDOARJO",61258,www.aswindo.com,031 8833135,031 8833135
501116,CV. CIPTA NIAGA,"Jl. RS. Fatmawati/72 Kios Taman Pondok Labu Blok A, Lt I No. 8 Pondok Labu, Cilandak",12450,,-,021-75918326
502144,Kamila IT Solution,Jl. Majapahit  No. 221 Semarang,50163,-,085741996967,
502584,PT. HANNA INTEGRASI SOLUSI,Jl. Menteri Supeno No 44B,50267,-,0248455773,0248455773
503965,PT. ANDHIKA KARYA UTAMA MANDIRI,"Jl. Rumah Sakit, Ruko Anggrek Residence No. A-B6 Sukamulya, Cinambo, Kota Bandung",40612,,022-87884734,022-87884734
504329,PT Syawalindo Pratama Rezeki,perumahan bugel indah blok A8 no.13,15113,http://www.syawalindopratama.com,081387270006,
505176,PT. VIRTECH SOLUSI INTEGRASI,WISMA IEI LANTAI 7 JL. ARJUNA SELATAN KAV 75 RT.002 RW. 012 KEBON JERUK JAKARTA BARAT,11530,-,-,-
506835,CV BAGASKORO MULIA BAROKAH,Bumi Panyileukan Blok Q7 No. 7 Bandung 40614,40614,,-,022-7811795
508667,GPS LANDS INDOSOLUTIONS,Jalan Ciputat Raya No. 4F Jakarta 12240,12240,www.gpslands.co.id,7238381,7238403
510514,PT CITRA PRIBADI SELARAS,Gedung IS Plaza Lt.8 R.801 Jl. Pramuka Raya Kav.150,13120,,0218561278,0218561274
510717,CV. ARIFA,Jl. Sungai Andai Komp. Andai jaya persada blok F no. 62 RT. 35 RW. 000 Banjarmasin Utara.,70121,-,0511-7420252,-
511047,CV. BIOS KOMPUTER,"Griya Lopang Indah FG28 No.9 Rt.001/014 Unyur, Kota Serang",,,081906292136,
511217,PT AASIYAH AL BAROKAH INDONESIA,"RUKAN MITRA MATRAMAN BLOK C-1
JL MATRAMAN RAYA NO.148 RT08 RW04 KEL.KEBON MANGGIS KEC.MATRAMAN JAKARTA TIMUR",13150,,02131903853,
511248,Dairi Persada Jaya,"Graha Nayfos, Jl. Komjen Pol. M. Jasin (Akses UI) No 12 RT 003/ RW 00, Kelapa Dua, Kelurahan Tugu, Kecamatan Cimanggis, Kota Depok, Jawa Barat",16451,https://dairipersadajaya.com,081290085393,
512103,Maju Jaya Teknik,Kota Wisata Ruko concordia SRB no 26,16920,-,02129478925,-
513601,DUTA ANUGRAH NUSANTARA,Ruko Harapan Indah Blok EK / 09 RT 008 RW 017,17131,-,02189250774,-
513682,PT. WIN FLUID ENGINEERING,Rukan Citi Square Business Park B 35 Jl. Peta Selatan Dalam Kalideres Jakarta Barat,11840,,02154318411,
515931,ANTASENA BUMI PERSADA,PESONA ALAM GUNUNG ANYAR 2 BLOK F3 NO. 38,,,085706125340,
516783,PT. Perdana Raharja Abadi,Jl. Jendrl Sudirman No. 356-358 kel. sukaramai kec. pekanbaru kota pekanbaru,28113,http://pra.co.id/,076121792,
517097,CV.ISTANA KOMPUTER MANDIRI,JL.DELIMA NO 31,63132,-,451531,-
517195,PT MITRA BANGSA PERKASA,"JL. CIREUNDEU RAYA RUKO BALI VIEW POINT BLOK A NO. 20, 
Desa/Kelurahan Pisangan, Kec. Ciputat Timur, Kota Tangerang 
Selatan, Provinsi Banten,",15419,-,08568955565,-
517389,PT. PRATAMA PUTRA TOUR & TRAVEL,"BECIRONGENGOR NO. 2, BECIRONGENGOR, WONOAYU, SIDOARJO",61261,www.pratamaputrabus.com,-,031-8833682
517403,PT Putra Gunung Ungaran,"PERUM PURI DELTA ASRI 5
JL. Murai II Blok I/19 Leyangan, Ungaran Timur.",50515,,082241518280,
517501,PT. INTI SOLUSI NUSANTARA,Jl. Utan Kayu Raya No. 15 RT. 003/001 Kel. Utan Kayu Utara Kec. Matraman Jakarta Timur 13120,13120,,021-8581516,021-8569743
517804,PT. Pionir Visual Indonesia,"Jl. Bukit Palma C7 No.10 RT 11 RW 04, Babat Jerawat, Pakal",60197,http://www.pionirvisualindonesia.com,085156949282,-
518497,ERSA MEDIKA USAHATAMA,BLOK BABAKAN RT. 007 RW.002 DESA MEGU GEDE KEC. WERU,45154,-,02315421194,-
518500,PT GEISHA MEDIKA UTAMA,Jl. KH. hasyim Asyari - Ruko Farah No.5 RT.001/RW.014 Pasarbatang Brebes,52211,,02834515184,
518581,CV. SINERGI PRATAMA MANDIRI,JL. RAYA CILEGON RUKO SERANG TRADE CENTER N0 E-02 DRANGONG TAKTAKAN SERANG-BANTEN,42162,,-,
519809,cv. zayin pelita jaya,Rukan City Square Business D5 Rt.010 Rw. 001 Kalideres,11850,,-,
520243,PT Global Fortuna Nusantara,"Jalan Tanjung Karang Nomor 11, Kel. Jati Kulo, Kec. Jati",59349,,08888417418,
521230,CV.DOLA ABADI,Wisma Mark's Jl.Masjid Al-khoir II NO.88B RT.007 RW.003 Kel.Cilangkap Kec.Cipayung Jakarta Timur,13870,,02184311087,02184311087
522645,NASINDO KARYA,Cipinang Melayu Kec. Makasar Kota Adm Jakarta Timur,13620,,085360613026,
523405,PT SURYA SEMESTA CEMERLANG,Ruko Mutiara Taman Palem Blok D8 no 73,11740,www.solarwerkindo.com,021-54350716,021-54350716
524718,PT. GHEANANTA CAHAYA ABADI,JL. ALTERNATIF CIBUBUR NO. 117 F,16967,-,02182492381,02182491251
525501,PT. LAJU ANUGRAH JAYA,JL. JATIWARINGIN RAYA NO.7 RT008 RW 013 KEL. CIPINANG MELAYU KEC. MAKASAR,13620,,08111700454,
525532,Xelexindo Media Grafika,"Gedung Pembina Graha, Jl. D.I Panjaitan, No.45, Rt.017 Rw.006, Kel Rawa Bunga, Kec. Jatinegara",13350,,-,
527759,PT KARYA ASRI PERSADA,JL DANAU SUNTER SELATAN KOMP PERKANTORAN ROYAL SUNTER E NOMOR  KEL SUNTER JAYA KEC TANJUNG PRIOK KOTA ADM JAKARTA UTARA PROP DKI JAKARTA,14350,,0216516680,0216516680
529637,PT. AGI SOLUSI NEGERI,"Jl. Insinyur Juanda No. 302, Pucangsawit, Jebres, Kota Surakarta",57125,,,
529673,PT TAJAKO ABADI SEJAHTERA GROUP,Jalan Parang Kesit 3 no 14 Tlogosari  kulon,50196,,0247658251,
530842,CV. Rizky Nugraha,Jl. Pangeran Muhamad No. 06 Cigasong Majalengka,45413,,082315119460,
531569,PT. HEPILAB SUKSES BERSAMA,"RUKO SAKA SQUARE B11, JL. MAJAPAHIT 75A PANDEAN LAMPER GAYAMSARI SEMARANG JAWA TENGAH",50167,,-,024-76928622
531653,PT. LABINDO SENTRA SAINTIFIC,Pesona Anggrek Harapan Blok B9 No.20,17148,,-,021 29489774
534483,PT. Sola Inti Bersama,"Perumahan Ciomas River View 2 Blok A1-12A, Ciomas-Bogor",16610,,085780493311,0
537419,CV. Muda Gelora  Sentosa,"Jalan Yos Sudarso Gang Kenari I Lk II no 7
Sukaraja Bumi Waras Bandar Lampung",,,08992263341,
538306,Pt Nara Tunas Karya,"Soho Capital - Podomoro City, 25th Floor Unit 2508, Jalan Letjen S. Parman Kav 28",,,021-27899765,
541665,PT Alatlab Globalindo Utama,Jl. Raya Pondok Gede No. 17B Dukuh Kramatjati-Jakarta Timur,13550,http://labmurah.com,02187799038,02187799038
542254,cakrawangsa alesty anugrah,Jl Sunan Gunung Jati Grogol RT 021 RW 002 Kel. Kapetakan Kec. Kapetakan,45152,-,081284669797,-
542298,PT AKA MUNGGARAN LABORINDO,JL. Batununggal Indah II RE-10 (Komplek Batununggal -Bandung),40266,,-,02287526895
543043,PT. Sains Teknik Ecosolusindo,"Jl. Raya Pondok Gede No 17, RT  002 RW 002, Dukuh, Kramat Jati, Kota Adm Jakarta Timur.",13550,http://www.biosafety.id,02187781156,
544044,PT. KOPA MUSTIKA ADIGUNA,JL. LETJEN SUPRAPTO NO. 29 F RT. 007/02 HARAPAN MULIA KEMAYORAN JAKARTA PUSAT,10640,,-,021.4258716
544521,PT. PUTRA GANDA JAYA PRATAMA,"Jl. Ence Soemantadiredja, Kp. Nagrog Indah, Pamoyanan, RT. 001/ RW 012 Pamoyanan, Bogor Selatan",16720,-,0251-8212978,0251-8212979
545463,PT. AMARCO INDO,JL. PAL PUTIH NO. 194 RT001/002 KEL. KRAMAT KEC. SENEN,10450,,021-3903111,021-3903111
545648,CV. JAYASHREE,KARANGSARI WETAN GG. MIJIL NO.1 RT 24 RW 36 BANGUNTAPAN BANTUL,55198,,-,
546632,BANA BARKA NUSANTARA,Jl. Kelurahan no. 25 RT. 008/003,15312,,-,
546656,Lima Berkat Sejahtera,Jalan Banjaran Pucung No. 4,16465,-,"02183733156,",-
547145,PT DATA BINARY SOLUTION,Plaza Marein Lt.23 Jl Jend Sudirman  Kav 76 -78,,,021-80657925,
549246,PT SAH INDO PERDANA,"Ruko Rose Garden 1 Grand Galaxy City Blok. RRG 1 No.81 RT. 002 RW. 017, Kel. Jakasetia, Kec. Bekasi Selatan, Kota Bekasi, Prov. Jawa Barat",17147,,"02182766944,",
549938,PT PRIMA TEKNO INTEGRA,RUKO GOLDEN BOULEVARD BLOK P-20 BSD CITY TANGERANG SELATAN,15322,,02150330999,
551273,Qiandra Jingga Senja,Jl. Jamblang No 05 RT 006 RW 006 Griya Paoman Asri Indramayu,45211,,0234274267,
551317,PT. AUTOMATA INFO NUSANTARA,Jalan Rambutan No. 1A RT. 006 RW 004 Jati Murni Pondok Melati,17431,www.automata.co.id,-,
554033,PT INTERNASIONAL KREASI NUSANTARA,Pasar modern graha raya Jl. boulevard graha RA,15144,,087771816949,
555361,PT. Gempita Cahaya Makmur,"Roxy Square, Jl. Kyai Tapa No.1 , Desa/Kelurahan Tomang, Kec. Grogol
Petamburan, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta,
Kode Pos: 11240",11240,-,081317826898,-
556698,PT. SALLIMNA,Jl. Prof Ali Hayimi No. 19 Gp. Lamteh Kec. Ulee Kareng Kota Banda Aceh,23115,,0651-8010537,0651-8010537
557447,Mitra Edukasi Sarana,crown palace E17,12870,http://edusarana.co.id,02122323333,02122323030
559369,CV. MASTERINDO PRORENTAMA,"Jalan Alaydrus No. 29A, Petojo Utara - Gambir",10130,-,"63852489, 6325760/61",63854710
562123,PT. JAVA SINTESA MANUFACTUR INDONESIA,BRIGJEND DARSONO NO.12A RT.005 RW.002,45132,https://www.javasintesa.com,02318333059,
562476,SUMBER KARYA MAJU HARMONIS,"Jl. Jembatan Gambang II No.36-C,",14450,-,081211161638,-
563753,CV. SULTHAN SENTOSA,gedung  EightyEight @kasablanka Tower A.26 Floor Unit D.Jalan Raya Casablanca Kav 88.Menteng Dalam Tebet Jakarta Selatan,12870,-,02129631688,-
563793,PT. SEMBRANI ARUTALA SEJATI,Jl. Medokan Ayu MA 3 C No 13 RT 001 RW 008 Rungkut,60295,-,08113415992,-
564659,CV. Karya Jaya Unggul,JL. hk kp sengkol rt 06/02,15314,,0895341580091,
565907,PT. Naba Technology Solutions,Jl. Tukad Pakerisan No. 99x Perum Putri Garden No. 8 Panjer,80225,,-,-
568993,PT Mojitu Tekno Indonesia,Griya Depok Asri Blok B1/25 Jl Tole Iskandar,16411,-,0217700382,-
569311,PT Global solusindo Kompudata,Jl. Karang Anyar No 55 Blok A No. 1 Karang Anyar Sawah Besar,10740,-,-,62-21-65701729
572403,NURKALAM CIPTA SOLUSI,JL. EKSEKUSI BLOK. E1 NO. 12 RT 001 RW 013 SUKASARI TANGERANG,15118,-,087771699879,-
572971,Al Fatih,"Jl. Lemahgempal VII A No. 22, Barusari Semarang Selatan",50245,-,081225304443,
573886,PT RAJAWALI INOVASI NUSANTARA,"RUKO ALAM SUTERATOWN CENTER (ASTC) 10E, NO 16",15325,-,02150110231,
575456,CV Duta Pajajaran,JL. BABAKAN CIANJUR NO 213 CAMPAKA - ANDIR,40184,http://www.sewadpc.com,0226122445,0226122445
575674,MENTARI DIGITAL SOLUSI,"Jl cibubur CBD Blok ER 01 No. 02, Kel. Jatirangga, Kec. Jatisampurna",17434,-,087781039558,-
577736,CV ARFI JAYA PERKASA,JALAN HAJI PI'IH NO.22 RT 011 RW 002 KELURAHAN PONDOK JAGUNG KECAMATAN SERPONG UTARA,15326,,085881821369,
578452,CV SAYANNA,Jln Hoscokroaminoto No : 2 Padang,25119,,075122224,
578998,PT.MADANI PUTRA MAHKOTA,JL.UTAN JATI DAAN MOGOT BARU 7B NO.12A RT.008 RW.012,11840,,081280877563,
